Store Location,Address,Phone,Timings
Flagship Store Mall Of India,"Shop No D17 B, Lower Ground Floor, Sector 18, Dlf Mall Of India, Next To Jawed Habib, Noida, Uttar Pradesh, 201301",+91 7428891282,Hours: 11:00 AM to 10:00 PM 
SP Marg,"43/5 & 6, Sardar Patel Marg, Civil Lines, Sp Marg, Prayagraj, Uttar Pradesh, 211001",+91 9899301527,Hours: 11:00 AM to 09:30 PM 
Rajajipuram,"E 2624 Rajajipuram, Rajajipuram, Near Lal Path Lab, Lucknow, Uttar Pradesh, 226017",+91 9971523524,Hours: 11:00 AM to 09:30 PM 
Ring Road,"Ground Floor, Plot No 3, Bataha Sabouly Kalyapur West, Ring Road, Lucknow, Uttar Pradesh, 226010",+91 9643577212,Hours: 11:00 AM to 09:00 PM 
Sector 12 Vrindavan Colony,"SCO 09, Kahlon Emporium ll, Sector 12, Vrindavan Colony, Lucknow, Uttar Pradesh, 226029",+91 9873121067,Hours: 11:00 AM to 09:00 PM 
Begumbridge,"Shop No 2, Ground Floor, Crown Plaza, South Begum Bridge, Adjacent To Nazeer Foods, Meerut, Uttar Pradesh, 250001",+91 8929347794,Hours: 11:00 AM to 09:30 PM 
Dwarka Puri Colony,"Plot No 7 Ground Floor, Dwarka Puri Colony, Bhuteshwar Road, Mathura, Uttar Pradesh, 281001",+91 9582268921,Hours: 11:00 AM to 09:00 PM 
Pilibhit,"Naugawan Pakariya, Near Chatri Chauraha, Tanakpur Road, Nai Basti, Pilibhit, Uttar Pradesh, 262001",+91 8742988012,Hours: 11:00 AM to 09:30 PM 
Phoenix Palassio Mall,"T-35, Third Floor, Phoenix Palassio Mall, Sector 7, Gomti Nagar Extension, Amar Saheed Path, Near Ekana Stadium, Lucknow, Uttar Pradesh, 226010",+91 7303842843,Hours: 11:00 AM to 09:30 PM 
Gomti Nagar Extension,"Ground Floor, House No 1/746, Vardan Khand, Near Kotak Mahendra Bank, Sector 1, Gomti Nagar Extension, Lucknow, Uttar Pradesh, 226010",+91 9582598625,Hours: 11:00 AM to 09:30 PM 
Shakti Chowk,"First Floor, 198/53, Sd Puram Colony, Gate No 1, Civil Lines 1, Shakti Chowk, Bijnor, Uttar Pradesh, 246701",+91 8447830154,Hours: 11:00 AM to 09:30 PM 
Mirzapur,"Giridhar Ka Chauraha, Badli Katra Road, Near City Kart, Mirzapur, Uttar Pradesh, 231001",+91 8743851567,Hours: 11:00 AM to 09:30 PM 
Aliganj2,"HS 1/6 Sector A, Sitapur Road Yojna, Near Ram Ram Bank Chauraha, Aliganj, Lucknow, Uttar Pradesh, 226021",+91 9582612107,Hours: 11:00 AM to 09:30 PM 
VVIP Mall,"G 18, Vvip Mall, Nh 58, Raj Nagar Extension, Noor Nagar, Near Heera Sweets, Ghaziabad, Uttar Pradesh, 201001",+91 7428891312,Hours: 11:00 AM to 09:30 PM 
Panchsheel,"Shop No Gf 43 Ground Floor, Plot No Gh 1, Link Road, Greno West, Link Road, Near Guru Di Hatti, Greater Noida, Uttar Pradesh, 201306",+91 9643107980,Hours: 11:00 AM to 10:00 PM 
Govindpuram,"Shop No 20 & 21, Gf, Signature Street, G Block, Govindpuram, Ghaziabad, Uttar Pradesh, 201013",+91 8929436779,Hours: 11:00 AM to 09:30 PM 
Sector 44,"Ground Floor, Left Side, C-513, Near Union Bank, Sector 44, Noida, Uttar Pradesh, 201301",+91 9582620327,Hours: 11:00 AM to 10:00 PM 
Shalimar Gateway Mall Alambagh,"16 Ground Floor, Shalimar Gateway Mall, Alambagh, Beside Alambagh Bus Stand, Lucknow, Uttar Pradesh, 226005",+91 8929277343,Hours: 11:00 AM to 09:00 PM 
Hapur,"2423, Ground Floor, Nehru Chowk, Atarpura, Garh Road, Hapur, Uttar Pradesh, 245101",+91 9999203861,Hours: 11:00 AM to 09:30 PM 
Kidwai Nagar,"133/155, M Block, Kidwai Nagar, Beside Bank Of Baroda, Kanpur, Uttar Pradesh, 208011",+91 8929276286,Hours: 11:00 AM to 10:00 PM 
Kamla Nagar,"32A/B71, 1St Floor, Semi Basement, Central Bank Road, Kamla Nagar, Agra, Uttar Pradesh, 282005",+91 8929306428,Hours: 11:00 AM to 09:30 PM 
Mahagun Mart Shopping Complex,"Shop No 48, Plot No Gh04, , Mahagun Mart Shopping Complex, Gaur City 2, Greater Noida West, Noida, Uttar Pradesh, 201301",+91 7428891333,Hours: 11:00 AM to 09:30 PM 
Fatehabad Road,"Groud Floor, Khasra No 1079 ,1375, & 1374, Mouza Basai Mustakil Tehil District, 30/6/20, K/1, Gower Chowki, Fatehabad Road, Agra, Uttar Pradesh, 282001",+91 8743842745,Hours: 11:00 AM to 09:30 PM 
Saket Nagar,"127/1/65, W1, Saket Nagar, Juhi, Kanpur, Uttar Pradesh, 208014",+91 9953924292,Hours: 11:00 AM to 10:00 PM 
Flagship Store Great India Place Mall,"Shop No 46, 47, Ground Floor, Sector 38, Great India Place Mall 2, Opposite Tanishq, Noida, Uttar Pradesh, 201301",+91 7428891344,Hours: 11:00 AM to 09:30 PM 
Sector 122,"Block CM 024, Sector 122, Noida, Uttar Pradesh, 201316",+91 9953848479,Hours: 11:00 AM to 09:30 PM 
"Atta Market, Sector 18, Noida","G6 & G6A, Ground Floor, Jop Plaza, , Atta Market, Sector 18, Next To Metro Station Gate No 2, Noida, Uttar Pradesh, 201301",+91 7428891023,Hours: 11:00 AM to 10:00 PM 
Abu Lane,"Ground Floor, C313, Abu Lane, Meerut, Uttar Pradesh, 250001",+91 8447727685,Hours: 11:00 AM to 09:30 PM 
Lajpat Nagar,"Ground Floor, Plot No 120/852, Narainpurwa, Lajpat Nagar, Kanpur, Uttar Pradesh, 208012",+91 8447893843,Hours: 11:00 AM to 10:00 PM 
Tara Mandal,"12-B, Buddh Vihar Colony, Tara Mandal Bypass Road,  Opposite GDA Office, Gorakhpur, Uttar Pradesh, 273107",+91 9953709749,Hours: 11:00 AM to 09:30 PM 
"Sector 12, Vasundhara","Plot No 506, Ground Floor, Sector 12, Vasundhara, Opposite Sunrise Mall, Ghaziabad, Uttar Pradesh, 201012",+91 7428891374,Hours: 11:00 AM to 09:30 PM 
Basharatpur,"UGF, JP Complex, Plot No 281A, Basharatpur, Near Passport Office, Gorakhpur, Uttar Pradesh, 273004",+91 8929608628,Hours: 11:00 AM to 09:30 PM 
Civil Lines,"Lg 4, Lower Ground Floor, Ram Raghu Palazzo, Church Road, Civil Lines Village Sarjepur, Civil Lines, Agra, Uttar Pradesh, 282002",+91 8447731781,Hours: 11:00 AM to 09:30 PM 
Shahjahanpur,"Nath Tower, Tareen Bahadur Ganj, Near Ghantaghar, Shahjahanpur, Uttar Pradesh, 242001",+91 8929342372,Hours: 11:00 AM to 09:00 PM 
Swaroop Nagar,"Shop No G8 & G9, Ground Floor, House No 7/118, Tulsa Complex, Swaroop Nagar, Kanpur, Uttar Pradesh, 208002",+91 8447745038,Hours: 11:00 AM to 10:00 PM 
Sikandara,"Shop No 3, Ground Floor, Crossroads Mall, Bodla Road, Sikandra, Agra, Uttar Pradesh, 282007",+91 8929598410,Hours: 11:00 AM to 09:30 PM 
Hazratganj,"Shop No 4,5,6, Gobind Ram Son'S, Besides Marksmen Restaurant, Hazratganj, Besides Marskmen Restaurant, Lucknow, Uttar Pradesh, 226001",+91 9643241384,Hours: 11:00 AM to 09:30 PM 
Logix Mall,"Shop No 10, Ground Floor, Plot No Bw 58, Logix City Center Mall, Sector 32, Opposite Haldiram'S, Noida, Uttar Pradesh, 201301",+91 8588911397,Hours: 11:00 AM to 10:00 PM 
"KW Mall, Rajnagar Extension","Shop No 48,49,50,51,52, Upper Ground Floor, KW Mall Delhi 6, Raj Nagar Extension, Ghaziabad, Uttar Pradesh, 201017",+91 8505956743,Hours: 11:00 AM to 09:30 PM 
Samridhi Grand,"Shop No 9, Ground Floor, Samridhi Grand Avenue, Techzone 4, Greater Noida, Uttar Pradesh, 201305",+91 9953596781,Hours: 11:00 AM to 10:00 PM 
Sector 50,"Shop No B 1/50, , Sector 50, Noida, Near Noida Sector 50 Market, Noida, Uttar Pradesh, 201301",+91 7428891081,Hours: 11:00 AM to 10:00 PM 
Telibagh,"Ground Floor, 587/018, Raibareli Road, Telibagh, Lucknow, Uttar Pradesh, 226002",+91 9873976048,Hours: 11:00 AM to 09:30 PM 
Supertech North Eye,"Shop No 0005 & 0006, Ground Floor, East Wing Supertech North Eye, GH-01/A, Sector 77, Noida, Uttar Pradesh, 201301",+91 9873967136,Hours: 11:00 AM to 09:30 PM 
Gaur City Mall,"Shop No 10, First Floor, Gaur City Mall, Plot No C-01B-Gh-01, Sec 4, Char Murti Chowk, Greater Noida, Greater Noida, Uttar Pradesh, 201301",+91 8929421380,Hours: 11:00 AM to 10:00 PM 
Chi V,"Shop No 07, Ground Floor, The Park Street, Express Park View Ii, Plot No Gh 03, Sector Chi V, Gautam Buddha Nagar, Sector Chi V, Greater Noida, Uttar Pradesh, 201310",+91 7065045092,Hours: 11:00 AM to 09:30 PM 
Jakhan,"Plot No 125 & 126, Ground Floor, Mauza Jakhan, Kishanpur Pargana Central Doon, Rajpur Road, Dehradun, Uttrakhand, 248001",+91 9873928459,Hours: 11:00 AM to 09:30 PM 
"Vikas Nagar, Dehradun","Laxmanpur Chowk, Vikas Nagar, Near Uttarakhand Gramin Bank, Dehradun, Uttarakhand, 248198",+91 8929327344,Hours: 11:00 AM to 09:30 PM 
Mall Road,"Shop No 7, Ground Floor, Bank House, Mall Road, Near Hdfc Bank, Nainital, Uttarakhand, 263001",+91 7065045157,Hours: 11:00 AM to 09:30 PM 
Chakrata,"69, Old Cannaught Place, Chakrata Road, Old Cannaught Place, Dehradun, Uttarakhand, 248001",+91 9643107576,Hours: 11:00 AM to 09:30 PM 
Roorkee,"1066/8, New Haridwar Road, Civil Line, New Haridwar Road, Roorkee, Uttarakhand, 247667",+91 8376098588,Hours: 11:00 AM to 09:30 PM 
Ranipur,"Old Ranipur Mod, Mod, Ranipur, Opposite Vishal Mega Mart, Haridwar, Uttarakhand, 249410",+91 9311773752,Hours: 11:00 AM to 09:00 PM 
Haridwar Road,"D23, Nehru Colony, Haridwar Road, Dehradun, Uttarakhand, 248001",+91 8929172132,Hours: 11:00 AM to 09:30 PM 
Civil Lines,"D1, D2/10, Ward Number 13, Kashipur Byeipass Road, Civil Line, Udham Singh Nagar, Rudrapur, Uttarakhand, 263153",+91 9582471558,Hours: 11:00 AM to 09:30 PM 
GMS Road,"Dwarika Puri Extension, Gms Road, Gms Road, Dehradun, Uttarakhand, 248001",+91 8929215527,Hours: 11:00 AM to 09:30 PM 
Saharanpur Road,"Plot No 73, Ground Floor, Niranjanpur, Saharanpur Road, Dehradun, Uttarakhand, 248001",+91 9711320948,Hours: 11:00 AM to 09:30 PM 
Kashipur,"Shop Number 235/20, Mohalla Katoratal, Ramnagar Road, Near Cheema Chauraha, Udham Singh Nagar, Kashipur, Uttarakhand, 244713",+91 9582430358,Hours: 11:00 AM to 09:30 PM 
Tikonia,"Shri Guru Harikrishna Complex, Nainital Road, Tikonia Chauraha, Haldwani, Uttarakhand, 263139",+91 7428890204,Hours: 11:00 AM to 09:30 PM 
Rajpur Road 1,"Shop No 23/8, , Rajpur Road, Near Congress Bhavan, Dehradun, Uttarakhand, 248001",+91 7428891264,Hours: 11:00 AM to 09:30 PM 
Lamara,"Shop No 43, Shri Guru Angad Dev Complex, D1 D2, Lamara, Udham Singh Nagar, Near Futela Hospital, Rudrapur, Uttarakhand, 263153",+91 7428890244,Hours: 11:00 AM to 09:30 PM 
Ballupur,"1 Deeplok, Chakrata Road, Ballupur, Dehradun, Uttarakhand, 248001",+91 7428891054,Hours: 11:00 AM to 09:30 PM 
Rajpur Road 2,"Shop No 52, Ground Floor, Rajpur Road 2, Near Dilaram Chowk, Dehradun, Uttarakhand, 248001",+91 7428891337,Hours: 11:00 AM to 09:30 PM 
Pacific Mall Dehradun,"Unit No Sh/1F/08, Pacific Mall, Vill Mauja, Rajpur Road, Dehradun, Uttarakhand, 248001",+91 8447896427,Hours: 11:00 AM to 10:00 PM 
Araghar,"313/239, inder Road, Araghar, Dehradun Uttarakhand, 248001",+91 9953620816,Hours: 11:00 AM to 09:30 PM 
New Cantt Road,"Plot No 17 C, Bakshi Plaza, Part Of Ground Floor, New Cantt Road, Hathi Barkala, Dehradun, Uttarakhand, 248001",+91 9873106216,Hours: 11:00 AM to 09:30 PM 
Sheoraphuli,"178/1(149), G T Road, Opposite Disha Eye Hospital, Sheoraphuli, West Bengal, 712223",+91 7291018784,Hours: 11:00 AM to 09:00 PM 
Bardhaman,"Ground Floor, Plot No UCP 028, Bengal Ambuja Housing Complex, City Centre, Bardhaman, Durgapur, West Bengal ,713216",+91 9873921141,Hours: 11:00 AM to 09:00 PM 
Sevoke Road,"Shop No 9, City Plaza, Haidar Para, Sevoke Road, Opposite Payal Cinema Hall, Siliguri, West Bengal, 734001",+91 9643370019,Hours: 11:00 AM to 09:00 PM 
Teghoria,"R/Aa43 Vip Rd, Sahabagan, Raghunathpur, Teghoria, Baguiati, Next To M Bazar, Kolkata, West Bengal, 700059",+91 7303508509,Hours: 11:00 AM to 09:00 PM 
Sakuntala Park,"Evergreen Tower, 31 Ho Chi Minh Sarani, Sakuntala Park, Kolkata, West Bengal, 700061",+91 8929335949,Hours: 11:00 AM to 09:00 PM 
Contai,"NS Road Hatabari, Below Bank Of Baroda, PS Contai, West Bengal, 721401",+91 7065307568,Hours: 11:00 AM to 09:00 PM 
Chandannagar,"No 1747, Ward No 14, Fatakgora Station Road, Chandannagar, Opposite Idbi Bank, Hooghly, West Bengal, 712136",+91 9643408586,Hours: 11:00 AM to 09:00 PM 
Saltlake Purbachal,"IA 259, Sector 3 Saltlake, Near Saltlake Stadium Gate No 1,kolkata, West Bengal, 700097",+91 8376801571,Hours: 11:00 AM to 09:00 PM 
Sodepur,"Holding No 27, B.T. Road, Auddy Bagan, P O Panihati, Sodepur, Near HP Petrol Pump, Kolkata, West Bengal, 700114",+91 7428891145,Hours: 11:00 AM to 09:00 PM 
Phoolbagan,"Ground Floor, P-25 Cit Road, Scheme Vi-M-Kolkata, Phoolbagan, Kolkata, West Bengal, 700054",+91 7065095851,Hours: 11:00 AM to 09:00 PM 
Mahesh Colony Serampore,"Ground Floor, 234, Grand Trunk Road, Mahesh Colony, Beside Mittal Electronics, Serampore, West Bengal, 712202",+91 9582633507,Hours: 11:00 AM to 09:00 PM 
Baruipur,"116/7, Kulpi Road, Paddapukur, Baruipur, Baruipur, Near Karnataka Bank, Kolkata, West Bengal, 700144",+91 9319371423,Hours: 11:00 AM to 09:00 PM 
Jameslong Sarani,"Ground Floor, 85 No 669/2 Municipal Ward No 121, Diamond Harbour Road, Jameslong Sarani, Behala, Kolkata, West Bengal, 700034",+91 8929164194,Hours: 11:00 AM to 09:00 PM 
Garia,"279/4, Netaji Subhash Chandra Bose Road, Laxmi Narayan Colony, Garia, Kolkata, West Bengal, 700047",+91 9582384895,Hours: 11:00 AM to 09:00 PM 
Basirhat,"Holding No 414/14, Basirhat Town Hall, Natun Bazaar, Po Ps Basirhat, North 24 Parganas, Basirhat, West Bengal, 743411",+91 8929270426,Hours: 11:00 AM to 09:00 PM 
Kasba,"Shop No 1625/A, Ward No 107, Rajdanga Main Road, Kasba, Opposite Meghalaya House, Kolkata, West Bengal, 700107",+91 7428891165,Hours: 11:00 AM to 09:00 PM 
Downtown Mall,"Shop No 14, Block C, Ground Floor, Downtown Mall, Action Area Iii, Rajarhat, Kolkata, West Bengal, 700156",+91 9643471435,Hours: 11:00 AM to 09:00 PM 
Basirhat Road Malancha Bazar,"Ground Floor, Plot No 20, Basirhat Road, Malancha, Kolkata, West Bengal, 743425",+91 9811037945,Hours: 10:30 AM to 08:30 PM 
Flagship Store Camac Street,"Ground Floor, Mansarovar Building, 3B Camac Street, Kolkata, West Bengal, 700016",+91 8929761215,Hours: 11:00 AM to 09:00 PM 
Minto Park AJC Bose Road,"230A, Chitrakoot Building, Minto Park, Acharya Jagadish Chandra Bose Road, Minto Park, Chitrakoot Building, Kolkata, West Bengal, 700020",+91 9311773739,Hours: 11:00 AM to 09:00 PM 
Dhakuria,"Shop No 40/2/1, Ground Floor, Gariahat Road South, Near Carmel School, Dhakuria, Selimpur, Kolkata, West Bengal, 700031",+91 8447461444,Hours: 11:00 AM to 09:00 PM 
Shyambazaar Kolkata,"74A, Bhupendra Bose Avenue, Rajballab Para, Shyam Bazar, Gate No 04, Opposite Shyam Bazar Metro Station, Kolkata, West Bengal, 700004",+91 9582597651,Hours: 11:00 AM to 09:00 PM 
Park Street,"29 Park Street, Karnani Mansion, Park Street, Near Park Hotel, Kolkata, West Bengal, 700016",+91 8447933097,Hours: 11:00 AM to 09:00 PM 
"Sector 5, Salt Lake","Shop No 3, Plot No G1, Infinity Benchmark, Sector 5, Salt Lake, Rdb Cinema Hall, Kolkata, West Bengal, 700091",+91 7428891177,Hours: 11:00 AM to 09:00 PM 
Hridaypur,"74/4/2 Jessore Road, Sisir Kunja, Hridaypur, Madhyamgram, Opposite Star Mall, Kolkata, West Bengal, 700127",+91 8929341796,Hours: 11:00 AM to 09:00 PM 
Sonarpur Station Road,"Nandi’s Grocery Stores, Ground Floor, Nandi Bhawan, Below Axis Bank & Bandhan Bank, Sonarpur Station Road, Sonarpur, Kolkata, West Bengal, 700150",+91 9873165386,Hours: 11:00 AM to 09:00 PM 
Arambag,"Gourhati Masjid More, Arambagh, West Bengal, 712601",+91 9643823990,Hours: 10:30 AM to 09:00 PM 
Berhampore,"8 Netaji Road, Khagra, Netaji Road, Berhampore, West Bengal, 742103",+91 8929871320,Hours: 11:00 AM to 09:00 PM 
Baguihati,"Joramandir Shastry Bagan, Vip Road, Desh Bandhu Nagar, Baguihati, Allahabad Bank, Kolkata, West Bengal, 700059",+91 7428891194,Hours: 11:00 AM to 09:00 PM 
Dum Dum Road,"40, Arpan Apartment, Dum Dum Station Road, Dum Dum Station Road, Near Bus Stand Surer Math, Kolkata, West Bengal, 700074",+91 9643951467,Hours: 11:00 AM to 09:00 PM 
Kankurgachi,"Shop No 16/1, Cit Road, Kankurgachi, Beside Hong Kong Restaurant, Kolkata, West Bengal, 700054",+91 7428891195,Hours: 11:00 AM to 09:00 PM 
Mani Square Mall,"Ground Floor, Unit No G09, Mani Square Mall, 164/1 Manikatala Main Road, Em Bypass, Manikatala, Mani Square Mall, Kolkata, West Bengal, 700054",+91 8929327349,Hours: 11:00 AM to 09:00 PM 
"City Centre 1 Mall, Salt Lake","Shop No A005, Ground Floor, Dc Block, City Center 1 Mall, Sector 1, Salt Lake, Near Shoppers Stop Entry Gate, Kolkata, West Bengal, 700064",+91 7428891196,Hours: 11:00 AM to 09:00 PM 
Gora Bazar,"17, Manujendra Dutta Road, Gora Bazar, Dum Dum, Gora Bazar, Near Bank Of India, Kolkata, West Bengal, 700028",+91 9711191494,Hours: 11:00 AM to 09:00 PM 
Cosmos Mall,"Unit No 9B, Lower Ground Floor, Sevoke Road, Ward No 43, Dasrath Pally, Bhanu Nagar, Dasrath Pally, Opposite Power House, Siliguri, West Bengal, 734001",+91 9711071479,Hours: 11:00 AM to 09:00 PM 
Elgin Road,"Elgin Road 6A, Lala Lajpat Rai, Sarani, Bhowanipore, Bhowanipore, Besides Bhowanipore College, Kolkata, West Bengal, 700020",+91 9711541495,Hours: 11:00 AM to 09:00 PM 
Barasat,"Shop No 77/1, Ground Floor, Dakshin Para, Jossore Road, Barasat, Near Barasat Bazar Post Office, Kolkata, West Bengal, 700124",+91 7428891206,Hours: 11:00 AM to 09:00 PM 
City Centre 2 Mall,"Shop No 11, Ground Floor, Action Area Ii, D Block, Newtown, City Centre 2 Mall, Kolkata, West Bengal, 700157",+91 7428891207,Hours: 11:00 AM to 09:00 PM 
Gariahat,"Shop No 8A, Dover Lane, Gariahat, Beside Police Station, Kolkata, West Bengal, 700029",+91 7428891208,Hours: 11:00 AM to 09:00 PM 
Lake Mall,"Shop No 204, Second Floor, Lake Mall, 104, Rashbehari Avenue, Kalighat, Kalighat, Lake Mall, Kolkata, West Bengal, 700029",+91 7428891209,Hours: 11:00 AM to 09:00 PM 
Andul,"Fl103, Daag No 680, JI No 38, RS No 2007, Village Podra, Ps Andul, Howrah, West Bengal, 711109",+91 8929273119,Hours: 11:00 AM to 09:00 PM 
KB City Centre Mall,"Ground Floor, Deshbandhu Road, Munsifdanga, City Centre Mall, Purulia, West Bengal, 723101",+91 8860090192,Hours: 11:00 AM to 09:00 PM 
Kamarhati,"Vivekanand Park, Panihati, Kamarhati, North 24 Parganas, Near Tetul Tala Bus Stop, Kolkata, West Bengal, 700058",+91 8447820839,Hours: 11:00 AM to 09:00 PM 
Dankuni,"Plot No 2171, K N Mukherjee Road, North Subhas Pally, Ward No 9, Opposite Pravat Sandhya Building, Dankuni, Kolkata, West Benagal, 712311",+91 8447895835,Hours: 11:00 AM to 09:00 PM 
Prince Anwarshah Road,"188/40 Prince Anwarshah Road, Anwarshah Road, Near Apollo Clinic, Kolkata, West Bengal, 700045",+91 8929033956,Hours: 11:00 AM to 09:00 PM 
Mahamaya Tala,"Arghya Apartment, 24 Garia Main Road, Garia, Near Mahamayatala Motor Training School, Kolkata, West Bengal, 700084",+91 8929327329,Hours: 11:00 AM to 09:00 PM 
Kalyani,"B-12/17, B Block, Central Park, Nadia Kalyani, Beside Frank Ross Pharmacy, Kalyani, West Bengal, 741235",+91 8929335877,Hours: 11:00 AM to 09:00 PM 
Kalighat,"117, A S P Mukherjee Road, Rash Behari Crossing, Near Kalighat Metro Gate No 3, Kalighat, Kolkata, West Bengal, 700026",+91 9582516586,Hours: 11:00 AM to 09:00 PM 
Diamond Plaza Mall,"Shop No 68, First Floor, Jessore Road, Shyam Nagar, Diamond Plaza Mall, Beside W, Kolkata, West Bengal, 700055",+91 7428891253,Hours: 11:00 AM to 09:00 PM 
Laketown,"Shop No P-197, Block B, Laketown, Near Apollo Pharmacy, Kolkata, West Bengal, 700089",+91 7428891255,Hours: 11:00 AM to 09:00 PM 
Bandel Hoogly,"Bandel Station Road, Old Kodalia, Near Max, Bandel, Hoogly, West Bengal, 712123",+91 8742908798,Hours: 11:00 AM to 09:00 PM 
Kanchrapara,"Shop No 54/64, Kabiguru Rabindra Path, Kanchrapara, Near Gandhi More, North 24 Parganas, West Bengal, 743145",+91 7428891256,Hours: 11:00 AM to 09:00 PM 
Patuli,"Premises No 1/8, Ground Floor, Baishnabghata Patuli Township, Block D, P O Panchasayar, P S Patuli, Patuli, Opposite Gouldsmith School, Kolkata, West Bengal, 700094",+91 7838200709,Hours: 11:00 AM to 09:00 PM 
Shyambazar,"182 A, A.P.C. Road, Shyambazar, Fariapukur, Near Talkie Show House, Kolkata, West Bengal, 700004",+91 7428890221,Hours: 11:00 AM to 09:00 PM 
B B Ganguly Street,"11/1, Bipin Bihari Ganguly Street, Opposite Modern Homeo, Kolkata, West Bengal, 700012",+91 9582721172,Hours: 11:00 AM to 09:00 PM 
Bhadrakali,"19 B, Grand Trunk Road, Ganga Green Apartment, Bhadrakali, Ps Uttarpara, Bhadrakali, Uttarpara, West Bengal, 712232",+91 8929310380,Hours: 11:00 AM to 09:00 PM 
HB Town,"63, Barasat Road, Anandalok, Katgola, Arunachal, Opposite Suraksha, Kolkata, West Bengal, 700110",+91 7428891226,Hours: 11:00 AM to 09:00 PM 
Metropolis Mall,"1St Floor, Metropolis Mall, Chak Garia2, Santoshpur, Santoshpur, Kolkata, West Bengal, 700094",+91 8929289259,Hours: 11:00 AM to 09:00 PM 
Ambuja City Centre Mall,"Stall No A0002, Ambuja City Centre Mall, Holding No B203, Debhog City Centre, Haldia, West Bengal, 721657",+91 8800113243,Hours: 11:00 AM to 09:00 PM 
Bally Howrah,"Khasra No 1124, Jl No 14, GT Road Police Station, Opposite Deshbhandhu Club, Mouja Bally, Howrah, West Bengal, 711201",+91 8742946902,Hours: 11:00 AM to 09:00 PM 
SF Road,"Manik Motor Building, Sf Road, Siliguri, West Bengal, 734005",+91 9582120335,Hours: 11:00 AM to 09:00 PM 
Narendrapur,"1029, N S Road, Narendrapur, Kolkata, West Bengal, 700103",+91 9643831508,Hours: 11:00 AM to 09:00 PM 
Malancha Road,"838/608, Malancha Road, Paschim Medinipur, Kharagpur, West Bengal, 721304",+91 9311773750,Hours: 11:00 AM to 09:00 PM 
Santoshpur,"Santoshpur Ave, New Santoshpur, Santoshpur, Near Jora Bridge, Kolkata, West Bengal, 700075",+91 7303353354,Hours: 11:00 AM to 09:00 PM 
Birati,"1040, M B Road, Siddheswari Bazar, North Dumdum, Birati, North 24 Parganas, Birati, Beside Hdfc Atm, Kolkata, West Bengal, 700051",+91 7290017585,Hours: 11:00 AM to 09:00 PM 
Swimming Pool,"Swimming Pool, Cf211, Cf Block, Sector 1 Bidhannagar, Salt Lake, Sector 1 Bidhannagar, Near Sharma Tea, Kolkata, West Bengal, 700064",+91 8929275215,Hours: 11:00 AM to 09:00 PM 
Balurghat,"Hilli More, Beside Prestige Xclusive, Hilli More, Opposite Reliance Trends, Balurghat, West Bengal, 733101",+91 8929225205,Hours: 11:00 AM to 09:00 PM 
Bolpur,"Provat Soroni Road, Po & Ps, Bolpur, Birbhum, Opposite Bata Showroom, Bolpur, West Bengal, 731204",+91 8929607549,Hours: 11:00 AM to 09:00 PM 
Chakdah,"Dag No 1958, Khatian No 1709, J L No 20, Mouza, Lalpur, Opposite New Loknath Automobiles, Chakdaha, West Bengal, 741222",+91 8376801083,Hours: 11:00 AM to 09:00 PM 
